9.043916083702504549e-01,9.816448185084907241e-01,9.431313942519634619e-01,8.777175793938456483e-01,7.869701261247036284e-01,9.075530504549728095e-01
2.815619508407280480e-01,8.918350675067090449e-01,5.521964739353781848e-01,2.373536390158066667e-01,5.509170389841890891e-01,1.315488807593140075e-01
9.145417987784938418e-01,3.340074611995111908e-01,3.413000130877464899e-01,5.005186837863482285e-01,2.739654478036862018e-01,9.256608122655182180e-01
7.200132763333425556e-01,7.100510926829100011e-01,9.249838451591386734e-01,2.160265009238669931e-01,3.361529418506424283e-01,7.018169572064152373e-01
7.129966692037865705e-01,8.436242792481047914e-01,7.479033689142551289e-01,1.347067324789749942e-01,6.581051147487040343e-01,7.977153491604415114e-01
8.835026563137756694e-01,8.829849094694167677e-01,2.706189579133627676e-01,3.173959862886608918e-01,6.442344192090000421e-01,5.206723955951952920e-01
4.194806694514001677e-01,9.703722877846910899e-01,2.933372682272353260e-01,8.657453134454421440e-01,6.472849283155663880e-01,7.208362099113844179e-01
7.939678300580980119e-01,5.199908354613634875e-01,9.762201569181852001e-01,5.298751654114941534e-01,3.525332899405679843e-01,9.120365867616290201e-01
5.344136696843391210e-01,9.377147199923520082e-01,5.776682625919283831e-01,3.035495863079264445e-01,4.120071576368092292e-01,9.892637036840364884e-01
2.891697998098042843e-01,4.266487893783485474e-01,3.585629831459193340e-01,7.469585839855759080e-01,3.077438294852000156e-01,8.507645651797675068e-01
9.655338746474203537e-01,4.755571604304556499e-01,5.450793791016784740e-01,8.077047182390929558e-01,4.972891723449630597e-01,1.647215560063027551e-01
5.864116011993847355e-01,5.687027593158970884e-01,4.749951968472242436e-01,3.600325768968072326e-01,3.174047490862861309e-01,5.804619612241567195e-01
2.412168968633121302e-01,2.171683622549162584e-01,5.422182381067774948e-01,4.318028113714538208e-01,8.053656611417447930e-01,4.495093872908444421e-01
9.160260146435165174e-01,2.390915414843000075e-01,9.212061467025269845e-01,2.577302536104689179e-01,3.071136148622827799e-01,2.912406759825647562e-01
8.055054278911349952e-01,4.777626258640866874e-01,8.666320400935317858e-01,6.906642385775997317e-01,1.987685553029776009e-01,1.224803089269545786e-01
6.320605673511187073e-01,9.056140661629499267e-01,3.032360773355661787e-01,5.025261009122392597e-01,1.416412838410904540e-01,5.350501157777043382e-01
8.198453234725756600e-01,5.313957404079284741e-01,4.916743622879595765e-01,3.195382664648770410e-01,5.809727324928865011e-01,8.568286519106382837e-01
5.936696725884990089e-01,3.643736627947492535e-01,8.090209074106891052e-01,1.992922998129825762e-01,1.327520505883646729e-01,2.804028336947658184e-01
5.773242810635346167e-01,3.674946436444311293e-01,7.142231735212529742e-01,8.582604877146776667e-01,3.864264406901819493e-01,7.779736085504641574e-01
3.202957186696089864e-01,8.406764676105513701e-01,9.340104046652035752e-01,4.597659998751612576e-01,1.788700328532349670e-01,4.656646481043427155e-01
4.361854441258287696e-01,5.588506077043112752e-01,5.461845058531419328e-01,8.869585053859999624e-01,6.581259583792055112e-01,1.686003987118416814e-01
6.902067799318165608e-01,8.071869876057707893e-01,2.378754629428563028e-01,2.903730359643162395e-01,9.191102692200490143e-01,9.585535227995477525e-01
1.850970610597677257e-01,9.347460665478457553e-01,9.993588087227858185e-01,5.203878876323240199e-01,8.477955262471460474e-01,2.745721941528893595e-01
5.291486628245930524e-01,1.995925208717676536e-01,7.280181218904094864e-01,4.447225367717826949e-01,2.313985872683258227e-01,2.994717850158644668e-01
2.171481209110400490e-01,4.157608719800691688e-01,8.591309064973554621e-01,5.184154280749144750e-01,7.012747771576627320e-01,9.612423489444973379e-01
7.277330267198834912e-01,3.189229222483471737e-01,1.739871901647772057e-01,8.406108255254974848e-01,3.525516410887882257e-01,6.645621874618169445e-01
9.262183518791434755e-01,5.746794312881899902e-01,5.654546162228016870e-01,4.452698889917336977e-01,5.407342485246861008e-01,7.097487773521621301e-01
6.581444566613052771e-01,8.827074433474045856e-01,9.919881509803472053e-01,4.777066608560453509e-01,9.819438803398873317e-01,6.979575652397264074e-01
7.667015459347895634e-01,4.551772891019639222e-01,7.414832646682406603e-01,8.489681079002268094e-01,6.413021138095047480e-01,2.082076956321708694e-01
6.252713014287809568e-01,3.043482979997783611e-01,4.745754421578077253e-01,5.042789117817102484e-01,7.347441590554373292e-01,4.776721932129645576e-01
5.531985428288692663e-01,2.055626891687424018e-01,7.136182490132251255e-01,1.562548062410075156e-01,3.817092287866982736e-01,6.978955841411536021e-01
3.710329360562692469e-01,1.074650986533193381e-01,4.995779497905465383e-01,6.848966876493912670e-01,8.623157700057428876e-01,9.003146149068553816e-01
3.053113872762544534e-01,9.674610848551413733e-01,4.293574378667240343e-01,1.309273704134429894e-01,4.021806265627572707e-01,2.436511267621174204e-01
3.508441831607980177e-01,6.063412361665960759e-01,6.352821933421182177e-01,2.404564567571991773e-01,4.613591076662075241e-01,6.539502979410292127e-01
5.693871846990224972e-01,6.023180013624198637e-01,9.207807527343935261e-01,7.450352577188025238e-01,3.728837191885600033e-01,5.215472409052070990e-01
1.906370618677002415e-01,3.668444908822273143e-01,9.449486666476945018e-01,7.234641882165911975e-01,9.938639511510197755e-01,4.787526188816298434e-01
5.679365708464817475e-01,9.604434044255164560e-01,6.497013274312637421e-01,5.094758320083844216e-01,7.543508416879342038e-01,6.517656326914444964e-01
