6.996641232543561184e-01,4.766544716995260722e-01
7.822452366746611707e-01,8.939291726546512162e-01
5.597771185326756438e-01,6.915790562234359617e-01
3.647803300367659096e-01,6.651871904028893168e-01
6.769896433523324708e-01,5.562056252968975434e-01
2.511964195430407831e-01,7.579624771709650988e-01
3.924217661221246489e-01,4.535065846809563372e-01
8.656465135100578356e-01,7.145011806573359214e-01
1.760512455222819350e-01,6.100926612722583631e-01
1.781753131327359907e-01,6.869854688470867776e-01
4.558283779087218823e-01,8.338914188180582832e-01
8.063102075458302709e-01,1.000068930435404901e+00
3.771402069296413417e-01,2.605924010267801072e-01
2.614932407450288876e-01,6.370891202293846867e-01
4.037808134411867145e-01,9.133560972981650261e-01
1.740356300662208311e-01,7.907587258223580662e-01
5.428742050048428469e-01,6.727129593016860643e-01
6.316711717455004704e-01,5.780486187401343567e-01
7.320136392116153301e-01,5.917720380718483053e-01
9.320890892571483954e-01,5.990636225215131283e-01
9.299382029546344741e-01,8.252222452826430965e-01
8.629792027095454232e-01,9.080869232847712524e-01
2.835028650871916356e-01,4.086169656577882670e-01
9.103389952391054418e-01,2.355620594281014057e-01
5.439012024835614412e-01,1.946626479578371094e-01
2.379793239261823456e-01,6.310827760343497017e-01
4.575513275341715480e-01,4.827675970772221659e-01
5.587475006125945942e-01,6.950224531118071036e-01
5.496390455963472421e-01,4.087456343426310590e-01
2.749309198125957643e-01,5.179474590405471757e-01
4.381175978822421935e-01,8.354135824320018111e-01
1.143760939240291846e-01,6.132771955886340276e-01
6.840888875038170225e-01,1.006200330854803315e+00
9.048506862431646702e-01,5.736002857146873524e-01
3.726554920363887025e-01,1.073480860573886725e-01
3.181165618159352837e-01,8.632017681352690541e-01
9.876464826733283298e-01,7.294780574390294925e-01
6.470766050457593677e-01,6.480977804933639730e-01
6.888347705991711978e-01,1.048545331160801453e-01
4.324648065157377097e-01,4.025542574298044962e-01
9.833073604200314177e-01,1.012978848119676922e-01
7.635491055701376650e-01,4.658271377352911080e-01
1.612183339419067107e-01,4.306414534555854656e-01
2.164264992396744414e-01,1.338010331275363285e-01
7.207688989805075552e-01,1.226897841095354463e-01
1.094270615454384227e-01,4.803962461043757015e-01
2.171614825684944072e-01,5.003624631728512684e-01
4.314499240723114748e-01,1.936495582944374461e-01
6.761650809145201002e-01,6.837974328172937710e-01
6.815119901294337534e-01,8.790586272385882971e-01
1.055437913601592476e-01,1.262648485876421423e-01
5.729788917030481654e-01,5.201084967966492778e-01
9.888709635754293625e-01,4.216783445115453999e-01
4.487221603567153605e-01,8.516242122468969944e-01
6.610142984129043775e-01,1.656913031280776716e-01
1.514393709044891401e-01,5.764123365813624833e-01
4.562565204771104610e-01,7.639466745773357825e-01
6.648737716985001489e-01,1.000409159382783381e-01
1.137149680168749455e-01,8.537520442524538788e-01
2.472589954624267172e-01,6.124006411594733468e-01
9.454413181930046983e-01,9.700585575041824615e-01
8.581964638027275161e-01,8.984387656552577095e-01
9.149176019061753262e-01,1.690502592846583607e-01
8.722096207492022746e-01,4.738439442115865985e-01
1.624791900886062568e-01,6.027959572851586678e-01
2.098710075147719178e-01,1.809589300013897117e-01
5.302374688790763013e-01,3.745560295072580814e-01
8.945410177291935883e-01,3.823996501726683594e-01
8.533487810110297334e-01,1.047255760776640149e-01
9.562703616249753624e-01,1.511862796489878424e-01
3.408731835186618042e-01,1.255489711452764945e-01
9.595299820196012686e-01,1.480070024860272171e-01
4.160691628416895993e-01,6.971776493320500645e-01
3.908038755807120013e-01,1.059947807857281460e-01
3.177700779560384547e-01,7.434851574132025354e-01
4.389186322133960538e-01,8.382012471218158733e-01
7.631819385527669475e-01,6.274264840460354042e-01
1.843414683988300606e-01,9.819982889046973140e-01
5.676348700652267265e-01,3.351089897205266621e-01
6.398005317028222505e-01,7.363668939917700218e-01
5.193844691367905941e-01,6.791335129581329566e-01
1.944586237376332571e-01,8.868435455124802358e-01
7.093843622189297538e-01,7.959996656561695305e-01
2.014762933717156868e-01,5.672243451616264531e-01
7.233649364384979741e-01,5.717989698960305178e-01
1.874223158704553804e-01,1.554116225551980257e-01
6.548320157094161820e-01,8.178577900975642079e-01
9.965421678700679964e-01,6.112524215648351689e-01
3.062982111086020587e-01,4.651766203604698058e-01
1.946351822206483784e-01,4.733175996853884460e-01
8.548791664486482533e-01,4.516269644063892197e-01
1.478304096812008972e-01,2.485296250977102328e-01
7.040557446885238324e-01,7.228888480040258635e-01
2.768198195536227812e-01,8.288740251214039567e-01
3.522269454254379761e-01,5.984573682402897221e-01
3.777057801820631333e-01,7.242768440326402546e-01
4.651866664420589159e-01,8.107378937415364861e-01
5.383883941468102785e-01,6.835130665713897713e-01
9.420654250217864734e-01,4.823803299388889632e-01
5.931195999863940749e-01,2.623318641793550010e-01
7.320765321809238335e-01,2.953541588043291366e-01
7.184036496805411565e-01,9.250945930509141268e-01
9.496967035638670396e-01,8.260542014845668746e-01
5.813136008212186345e-01,8.483923986717892829e-01
5.108462441351898642e-01,4.370347193267712371e-01
7.309085687759196981e-01,2.865110850740393844e-01
1.626516952943955485e-01,4.255369636159878066e-01
4.070002906108718954e-01,2.102843434921706778e-01
8.668498014228224191e-01,7.012238573842674016e-01
1.227525411905517894e-01,5.877876009247358091e-01
2.370040183755686980e-01,5.612801500041696423e-01
7.925783431998416617e-01,4.725456136232967230e-01
6.345318611707738699e-01,5.936808955850788605e-01
6.181786116234443407e-01,5.280164464219965215e-01
2.481144087422596789e-01,3.157428795608880345e-01
9.039642080205131380e-01,7.624875129699585363e-01
9.847540348754888484e-01,1.498130153905265771e-01
3.850693747314198889e-01,9.653856507245831553e-01
4.959531456466601540e-01,6.440194219753250238e-01
6.115081073929143907e-01,2.267106144428011893e-01
7.568366918075408734e-01,1.514199213449035908e-01
5.824396314524329377e-01,5.960057009126186189e-01
2.801074206568125446e-01,7.741585232824699236e-01
9.048338684889435379e-01,9.801005252174654903e-01
1.232490767617810956e-01,3.778242330035440077e-01
9.317965557309736413e-01,1.450711002046171094e-01
3.443604537057741721e-01,5.797502584925426916e-01
7.657182184624962140e-01,3.049725798039024105e-01
4.014715918563129815e-01,3.016512497225210532e-01
4.985639980792700432e-01,5.560215289054183385e-01
9.100934673640385109e-01,7.812135903148367255e-01
7.431098686987981372e-01,6.066546898322748849e-01
3.999499455391655189e-01,1.640058140377910201e-01
3.289405862743126630e-01,2.638178647408840338e-01
3.061131676526622769e-01,3.065066690662996418e-01
4.857361425340203098e-01,4.400534149697330477e-01
3.978370665285950736e-01,8.929787734496921203e-01
2.787900523642403150e-01,2.462398212194435443e-01
1.643056322462120300e-01,9.313089503844331762e-01
2.729718423868305877e-01,6.161721266086757076e-01
4.354050424191798774e-01,5.967312073262274197e-01
6.785177552315990734e-01,8.580180825044596560e-01
5.556720112432198544e-01,3.957815607618611620e-01
2.633183985225633905e-01,6.489109471954407349e-01
2.200992634138930204e-01,8.702824163147693248e-01
1.282588151690955414e-01,8.611404354743240619e-01
2.966746539744449795e-01,5.387792065605001568e-01
7.562163717085613746e-01,8.040956910360752552e-01
4.597535517498095303e-01,5.483677736286333149e-01
1.276611463695236648e-01,4.103548598763438471e-01
3.371559623264612227e-01,4.507660874337847678e-01
3.713128719850870008e-01,2.421742548366589420e-01
9.470650552595505367e-01,4.862926485523679787e-01
6.751730897414557342e-01,9.335684287343790633e-01
6.160564172823774776e-01,2.144628455162821967e-01
8.097378178837133511e-01,7.994977740398101496e-01
4.634034892777975090e-01,5.833756046113239835e-01
4.829313708475634903e-01,3.021026564157851535e-01
7.876849183234445606e-01,7.697471403526792155e-01
6.834262678306064487e-01,5.100064212812635001e-01
5.504780384477362398e-01,3.941288892534351995e-01
3.298278801795588300e-01,8.613425457142378505e-01
8.729261376530070837e-01,9.970181279342381353e-02
7.484539441628730305e-01,3.926061224670221450e-01
9.274230050054551588e-01,3.132236789740205918e-01
3.981808723118771542e-01,7.635624681175693373e-01
1.655893717290499723e-01,7.356465308079169763e-01
7.070413247877477270e-01,3.750640815203207246e-01
7.371347586787333483e-01,9.149869019359021527e-01
8.216790820790280669e-01,5.624019325618919707e-01
2.182454645103431567e-01,9.082401542160929431e-01
5.383680208800926126e-01,4.688039660855388147e-01
5.923956777041574639e-01,2.908877789864748875e-01
4.012493664889475453e-01,7.611396588626215820e-01
6.078982048755435796e-01,7.866323383368660771e-01
7.859034823986593699e-01,7.796958325612132201e-01
2.311356328012821593e-01,6.860753283228441246e-01
5.343293926971126595e-01,1.598326144746154975e-01
8.516530913307742701e-01,2.971472706673710107e-01
1.099723708975538367e-01,6.789957418489606100e-01
2.547663919332672222e-01,1.548124083682498597e-01
9.414952730251016089e-01,2.319200494096419207e-01
5.668252455943489920e-01,4.311861861674229912e-01
1.414769949824580542e-01,3.824493520834879590e-01
4.153391493812998991e-01,5.448783873059620531e-01
7.375202447594112476e-01,9.993210516249081410e-01
5.671741745477877350e-01,9.494101114171786815e-01
5.725543920537319309e-01,6.342360136933905546e-01
2.266298295087941228e-01,6.143555164188972961e-01
3.362790935664606295e-01,3.476909054597995263e-01
4.901996518678556902e-01,6.876203651631836999e-01
6.545591309973068928e-01,3.737169890110357828e-01
1.612889237319089508e-01,3.452545327677047360e-01
4.966196162221431232e-01,9.143681831954709738e-01
6.540584718917369367e-01,8.777600712369082459e-01
6.328170729441133791e-01,4.972467175065309886e-01
3.930858701243690190e-01,9.689420682875383717e-01
5.278874181132394705e-01,4.152651065295696053e-01
9.116518657627076250e-01,8.279583486507674506e-01
6.286560670998634359e-01,6.114196295671276982e-01
5.437079015004319116e-01,1.863908201474453741e-01
7.182298290993986978e-01,4.359707539347138505e-01
1.160876680695420160e-01,7.556201224808699601e-01
2.169992006699599796e-01,8.214875089774289485e-01
3.305120029851563723e-01,6.255945081687753762e-01
6.138436858587267286e-01,2.569242120142116170e-01
4.972352614680086713e-01,8.353536248193553782e-01
9.768580114660014857e-01,1.181211014384732638e-01
2.301477280407674963e-01,6.580208764333690397e-01
1.028924847073218463e-01,7.848273653523839544e-01
6.243311140117585589e-01,7.037648496911711460e-01
6.624778041716963273e-01,6.347559946359666583e-01
1.911454581503642669e-01,3.119407935862407721e-01
5.190324420088749946e-01,4.023114916252815698e-01
8.043023882883716391e-01,7.078830480112743295e-01
3.808267768224923855e-01,9.594084622091746395e-01
6.791268506177577935e-01,8.620969781458603931e-01
9.136478162392206448e-01,2.770877577715876727e-01
4.556798510520149725e-01,1.553529296737259924e-01
2.328516957585588798e-01,6.269821141316256341e-01
5.655980536541922454e-01,4.939304450443139927e-01
7.444489162867067300e-01,3.381775460599326655e-01
4.721585184972813543e-01,9.442928899296805234e-01
6.081285711567572250e-01,7.136198619695595102e-01
8.070665381511710201e-01,5.283040968984377139e-01
4.775194952064232279e-01,5.136308588805753583e-01
8.773377978973788682e-01,4.183138613010949358e-01
8.925839671375382922e-01,1.324642245320637179e-01
3.255409846808814400e-01,9.057375669546248176e-01
9.398487891756255319e-01,2.827367574128603622e-01
2.872442094733616558e-01,7.807130050280811639e-01
4.233430296921263936e-01,2.806783381712726899e-01
3.023663117365492647e-01,3.706447598841390856e-01
8.476784643659285301e-01,5.084081899048352726e-01
2.151345105358975496e-01,4.319627762342934663e-01
3.920569519831558214e-01,1.667179264193251742e-01
8.387893423419348071e-01,7.556178215516284880e-01
4.916516724694002805e-01,7.298682989234392959e-01
4.060806931638129558e-01,9.403638711309797449e-01
5.496224566722239802e-01,2.022975501380046282e-01
5.248305786870687273e-01,4.238988197452576157e-01
1.313435494497297296e-01,4.130702407413116006e-01
9.773678908771655793e-01,3.317755059784660010e-01
7.511889034308377733e-01,2.374289341468433234e-01
2.514567303806828358e-01,3.664369793203947068e-01
1.151359090769134841e-01,5.385024531483645349e-01
9.742073468021310578e-01,3.518864233682831855e-01
7.028739981743952203e-01,8.611140317192423899e-01
9.453658606980371859e-01,1.229797524370727091e-01
8.626876211345735346e-01,1.737268351391735854e-01
3.829688088775186072e-01,7.680771875137074600e-01
4.305303891660866022e-01,1.508589990619514376e-01
7.686174081030739957e-01,6.009520752540988831e-01
5.210277485693410870e-01,4.728386318590386272e-01
6.654053993575044235e-01,9.267024720690582029e-01
4.784599498407537954e-01,4.489219204746149883e-01
4.553704135939252717e-01,3.000586916009512772e-01
8.345739658578017472e-01,2.922700440427234425e-01
5.922067917626543387e-01,7.932222538575028903e-01
1.224496273304634675e-01,5.433334570741775726e-01
4.631853947784436154e-01,1.677590419616313833e-01
8.329077655375829448e-01,4.638902383208206581e-01
4.273731812414022224e-01,7.065243060912156370e-01
4.966422065481158610e-01,4.298492351010123613e-01
6.047221763100871783e-01,4.240403954371633755e-01
7.732793949461530536e-01,7.781258980326606345e-01
7.805244925547213386e-01,8.073473117078949768e-01
5.903319255868589854e-01,8.351437098450488206e-01
3.389371693107710026e-01,9.203781152263613707e-01
4.640882831206019077e-01,5.792283557602264654e-01
2.521011325985362816e-01,1.350516839633332522e-01
1.825817253998406053e-01,1.011970264552475296e-01
7.931187806667588935e-01,7.799824639384582703e-01
4.768942568930286119e-01,6.486224471187523877e-01
2.320831109080329913e-01,8.585151220530002902e-01
6.579589483629347813e-01,4.188637295126170224e-01
8.716206048139766294e-01,7.418722866162101859e-01
4.747970218312280721e-01,4.269873717470424879e-01
2.813804157182752119e-01,2.580051867061582405e-01
5.078905615739183199e-01,4.334170005092908284e-01
1.560640747812768736e-01,3.785178234504253392e-01
2.215333892876972521e-01,8.236388828086473879e-01
5.320617156042932727e-01,2.669654445668708798e-01
2.452135830453392173e-01,8.361301329595973719e-01
6.004464958571554822e-01,5.527411526383986251e-01
5.040969427282885329e-01,7.718286677469428092e-01
5.956531750756350885e-01,2.078259386746585113e-01
1.636432124439809732e-01,3.415151473667203397e-01
9.977750897384144446e-01,1.898760725598979404e-01
5.646641498480109433e-01,9.121626350266444083e-01
1.613832781235957914e-01,2.633480911247053080e-01
6.604881955264384485e-01,1.047011941959328923e-01
9.367064095060364526e-01,2.007374581601344132e-01
1.532743136575028808e-01,2.766099170154223685e-01
6.425013385629710916e-01,9.421614321064907260e-01
5.284700961337625014e-01,5.801671039502183103e-01
