4.308792032857408638e-01,3.037427468673726816e-01,8.209549347558798837e-01,8.532324317840477290e-01,9.561538274529253201e-01,6.633750329191117068e-01,1.742827689944342895e-01,2.773443523866899740e-01,8.089947791498340868e-01,4.364847783424929406e-01,5.520477695369205851e-01,3.732249037353660981e-01,5.225405888867877824e-01,8.047172382312172134e-01,9.040913769662028976e-01,8.381341136733759800e-01,2.282746576798737326e-01,7.941021551118176980e-01,7.390837243616191765e-01,6.027637421329727907e-01,9.102601119420219433e-01,4.572741145411406416e-01
7.223057838510941187e-01,6.874644310118953605e-01,2.840270506004878848e-01,7.828212398375404835e-01,8.639062229406465621e-01,7.231038916528967908e-01,7.298089670701344289e-01,6.768161683206189716e-01,5.263216917552122620e-01,5.759414421338299173e-01,9.657828874609530878e-01,1.109874223029001933e-01,1.542745981727513538e-01,2.226649654480164220e-01,5.097130865979228043e-01,4.870935673459884097e-01,5.846724003890659827e-01,4.831725947488260675e-01,6.560974327009716500e-01,3.420858575949669023e-01,3.501654580717195042e-01,2.823348289485149154e-01
6.061796956375390399e-01,4.706999150278124433e-01,2.298088194437795106e-01,7.313095762180668036e-01,9.215989384978973131e-01,5.499324909817392415e-01,8.506472324352783998e-01,8.648353498751013557e-01,3.899498330696244408e-01,6.413205804816894950e-01,2.372830284728719985e-01,5.133544075079724545e-01,6.850979426800820615e-01,4.977102850869544182e-01,6.490734598688022716e-01,5.359050571537923302e-01,8.657256055259007210e-01,7.760615898824084757e-01,8.632106827389102177e-01,8.070109831686724799e-01,2.843015484851721397e-01,6.388051136954524534e-01
6.378923213693509231e-01,7.220623857793239120e-01,6.530738821309630682e-01,6.500702030836278400e-01,9.074177528757538802e-01,1.792766475614900601e-01,7.987822156321958689e-01,6.389405056094776825e-01,2.803922785435897236e-01,3.494654349391611015e-01,3.218345931851653852e-01,1.895779707739970732e-01,3.848637103101598678e-01,2.456660232100032482e-01,7.619832327817760431e-01,1.013741539215107512e-01,5.402552108684766097e-01,8.606085049586552627e-01,5.336644602032187823e-01,2.299865696796695724e-01,7.756457823810896102e-01,3.334292396040985373e-01
8.015998158251446126e-01,6.590247184681485848e-01,7.932424194750317126e-01,5.617242474546577657e-01,4.070824202463017571e-01,1.575326763510461470e-01,3.231361116221367902e-01,8.869665344844565036e-01,3.288022250689152659e-01,2.190168209101726327e-01,6.274070041287642674e-01,2.919863994053494838e-01,4.192497309315413867e-01,2.901701692086658402e-01,1.643609970197568160e-01,7.618321856350609433e-01,5.289535497345456694e-01,9.439354007280196246e-01,8.104926765696924829e-01,6.269446965398698390e-01,8.127357958588004028e-01,5.871719798293331127e-01
2.797582745234415413e-01,3.307169047042194943e-01,1.580817065986325765e-01,2.829798347531432556e-01,9.634806211794076924e-01,3.915695882039600395e-01,3.695214309466858249e-01,3.910481417374924162e-01,8.086740236291218853e-01,4.875730706250606672e-01,5.580494669273153852e-01,8.857414743452207695e-01,8.135348933375651237e-01,1.997406337474759153e-01,7.911633589783828580e-01,4.421712497923825369e-01,8.105265093171274415e-01,4.514156407516444203e-01,5.475797587369973796e-01,6.367010067194346368e-01,3.726793206611569986e-01,3.207789314233749356e-01
9.413009043598646874e-01,2.901429927510191797e-01,6.394105836731084347e-01,5.499515109529831136e-01,5.401237885004788186e-01,5.949473090251781171e-01,1.511994419402580003e-01,6.457371753504208556e-01,4.298011686843736245e-01,7.921131867037960461e-01,8.198355492502197306e-01,8.648362119888409749e-01,3.940072347804146613e-01,7.358011292718807939e-01,2.649196800743045532e-01,3.219652762337291696e-01,8.806295125768712762e-01,1.545949673064434537e-01,2.508184258914002429e-01,8.340364649226287286e-01,5.069302758197595793e-01,5.153515889090727331e-01
7.590157656494264105e-01,6.112045025383975316e-01,6.296345573846828803e-01,7.523807002054300197e-01,2.304494412271155535e-01,6.371389905487765404e-01,2.842791451534990577e-01,8.599880272648958712e-01,6.696874001254707887e-01,1.548931953182981214e-01,8.633756779075336674e-01,9.527298646743351807e-01,2.539622897399155255e-01,2.355756353073933107e-01,5.543305718615377797e-01,1.879148712044684533e-01,7.035158657085061051e-01,9.336565265877858621e-01,7.192845812716921472e-01,1.156174785077905831e-01,7.635816222067088876e-01,3.953219575597715640e-01
2.360088102323942838e-01,8.849110374147352021e-01,5.594063366967992890e-01,2.469103887692322419e-01,5.141931802266525020e-01,8.395490298062338042e-01,4.617281285054015139e-01,4.648054352771498476e-01,1.739463841830003188e-01,4.061380244505706782e-01,8.565389552150359798e-01,6.926968662491039819e-01,2.739458457957246740e-01,4.174953882471183486e-01,4.289066333185476143e-01,1.257790035848344035e-01,6.158902228636825571e-01,7.560970985860430149e-01,6.448529380739306260e-01,3.072870110851154690e-01,1.774700721493825128e-01,9.122159299683344491e-01
8.549375360176493244e-01,3.563148744966964099e-01,5.477793286675647355e-01,1.600978156691180987e-01,3.970442408232194853e-01,9.560103305270722940e-01,7.279425452065829694e-01,9.660048045850672116e-01,4.923157764182905516e-01,3.477424322572417181e-01,1.438301242945780323e-01,8.591088780367642785e-01,4.883542413664555548e-01,6.884268636798672736e-01,2.845096976424000279e-01,1.916430243999827643e-01,2.201430280622680702e-01,2.091022873650665026e-01,5.711404957087992118e-01,7.632305827435142964e-01,3.682612217656275333e-01,3.474839026554752408e-01
7.581294105633481495e-01,2.754334858466391811e-01,2.611073631875159284e-01,3.963512421090200077e-01,4.430881138303002231e-01,1.981718432334470537e-01,2.506712376754335891e-01,6.469328728674401674e-01,1.433763787215134311e-01,2.652146208736028687e-01,3.099632516452902609e-01,3.711909983339793384e-01,8.337824489038246911e-01,8.472315520791424692e-01,2.459888604797378087e-01,8.261769759481840669e-01,8.836266247493500536e-01,1.105167806629943489e-01,1.966328948017692924e-01,6.672508657668118071e-01,6.656910351526152958e-01,7.446805043236919275e-01
2.211071563170612375e-01,3.766205359055291302e-01,3.014120323143716917e-01,1.160516556164966212e-01,5.723450688054207980e-01,6.010298700757215062e-01,4.033800449838427782e-01,1.098050453568716611e-01,5.307389452522878193e-01,8.104615186418143713e-01,7.860392893115496493e-01,4.366503532103389040e-01,3.087487093078357114e-01,1.583710122633018857e-01,4.272045722097994602e-01,1.235981690964149809e-01,2.785837836429712056e-01,2.245761793039300347e-01,9.269598473094915470e-01,8.838097540467461100e-01,4.825248735702091785e-01,5.754323296516550279e-01
9.924786485739413022e-01,8.413299728741355787e-01,3.810763084739592355e-01,8.116596303231655707e-01,1.563417065983193077e-01,3.900097781523397256e-01,2.217624624034819636e-01,8.233860943026897194e-01,6.247127845995733564e-01,8.751780577361421010e-01,1.180410638622380465e-01,8.349383986546409231e-01,9.423022067231018317e-01,6.781373212335328748e-01,5.585521952510685839e-01,9.255113367831739879e-01,2.798186870730804965e-01,6.096463291336511325e-01,3.166862039974635556e-01,2.919732443105090836e-01,2.114068576055831705e-01,4.006906681153167282e-01
4.245845939675552683e-01,8.505539222968950819e-01,1.496430826165016104e-01,7.803757946782595711e-01,8.111992603484966535e-01,3.970504398846024241e-01,8.097652908720862630e-01,8.174013768133817637e-01,1.885786436979768332e-01,4.352279840022793000e-01,6.278733771030464705e-01,9.750343953144737785e-01,4.728584001941094073e-01,3.316446534304582361e-01,4.479900753795468815e-01,7.609559633545174284e-01,4.604466198737883764e-01,3.144564096979924339e-01,7.279633813331063408e-01,6.124288384668160612e-01,1.034489015280678909e-01,7.105695897115257287e-01
5.773645149878431360e-01,3.709168964388857015e-01,2.975833683038280331e-01,9.097925990142999852e-01,1.615148674982758159e-01,3.627308159031903956e-01,8.184633595893153757e-01,2.364837825004542093e-01,8.231525334858633691e-01,4.512282784952655890e-01,4.324546867766854152e-01,3.163741633475217196e-01,3.756712796029088586e-01,9.439122284209597868e-01,2.147418185168835369e-01,6.588538767359862769e-01,1.168126315380327157e-01,8.474558603643533861e-01,7.895370341608489717e-01,5.563841927328921910e-01,4.096757153738353474e-01,3.267510829499145064e-01
