8.497755851611872302e-01,5.802804847106612929e-01,3.707279977519029046e-01,6.565987408618336740e-01,5.805031271202309995e-01,4.709889722875094664e-01,5.060727069813534262e-01,8.348920581079826153e-01,8.000404059848894578e-01,3.071707246282550097e-01,1.211096040694335518e-01,5.006153584480192986e-01,6.635541202194934485e-01,8.173406587772220622e-01,2.839708873403706257e-01,2.171718771542425486e-01,8.733522444832828580e-01,7.797677082149019334e-01
4.508649287718595744e-01,7.554103117073327489e-01,6.339038045452007886e-01,1.255257301988202678e-01,7.310975559434766957e-01,3.064318673637397850e-01,6.542734874070199602e-01,6.338076145833011488e-01,1.286987513772989145e-01,4.781590759725015682e-01,1.430005519552411952e-01,2.586091093806109908e-01,9.507592004948595132e-01,3.910400840602138994e-01,4.521656607136473882e-01,7.136093188584859970e-01,6.033530218170428672e-01,8.475314488317842176e-01
9.251548651923700017e-01,4.878120073647210231e-01,3.663593584231217282e-01,8.235266068824861341e-01,7.715513177070303374e-01,7.440370929663303601e-01,5.874298332625982333e-01,7.409792723476462672e-01,4.053678281573208642e-01,4.590636415357752798e-01,2.587395079068740555e-01,3.284020213087043283e-01,8.191540241504998709e-01,6.209016497453359040e-01,8.043358947570553585e-01,3.724736478584099730e-01,6.872334875012385824e-01,3.388749189102616688e-01
5.795825386588108197e-01,6.423948424617934583e-01,3.027172627306369823e-01,2.000192280202540140e-01,2.003366111390758320e-01,6.447854700320581056e-01,9.618047078427879315e-01,7.921327207613314547e-01,2.805767790641705561e-01,2.480812866481718337e-01,1.938853766600673045e-01,9.172337584213303696e-01,3.982038839339326897e-01,6.446686771190038856e-01,1.349762049947073883e-01,2.864630372492640298e-01,5.115940078559753079e-01,3.350709496762719897e-01
2.087013489198771277e-01,5.044616048121095542e-01,6.283169577844773812e-01,3.253091800078977136e-01,7.373453031194783236e-01,7.737507596837595036e-01,5.745325477143323756e-01,1.309419277241942459e-01,8.918375798099953400e-01,7.642952499914370534e-01,5.524105502684982794e-01,3.105010337359045414e-01,6.752658448906279087e-01,6.109144549961273984e-01,8.330736749150253750e-01,5.647828284370044472e-01,7.166466396836984609e-01,9.745913642775653196e-01
2.287021755245788324e-01,9.797435082109090532e-01,4.522435100727723034e-01,4.065626875046745581e-01,6.155834483932783874e-01,6.646330657154642108e-01,9.843411520443546836e-01,1.937712022584489324e-01,7.401373232695589444e-01,1.941255677758181031e-01,8.861275306009984698e-01,8.042229460993542967e-01,7.979375487066424633e-01,3.840989463676711124e-01,3.388282981698236274e-01,4.686248663043389162e-01,9.783340093170679319e-01,4.232175036318279737e-01
2.236901904828767218e-01,8.436309022271890612e-01,7.662753627194979211e-01,2.235836664933535944e-01,8.581719605750802726e-01,8.390815824955077940e-01,2.409043838826345207e-01,4.738918972637531923e-01,6.174976872801861694e-01,4.130925339969305776e-01,7.857078288941261590e-01,4.452543735257785129e-01,8.297230042370037362e-01,7.534480482746318541e-01,5.987044260054205091e-01,3.674570729717045459e-01,1.489623905413964833e-01,2.525056056069255317e-01
7.264594330766893648e-01,8.175135724455302455e-01,8.478973897289497907e-01,8.945105647856226305e-01,2.475672226070679272e-01,7.451712666843625099e-01,5.432579607226094565e-01,4.173664891485772688e-01,5.770988564720943570e-01,2.063397833739606113e-01,3.394610689683266180e-01,6.540123490015679053e-01,1.368855722955844290e-01,7.742401718546760847e-01,4.357739240974846662e-01,6.105027474017128419e-01,9.730186041379135231e-01,2.388824868120956457e-01
8.254691127476155854e-01,9.817529734275100006e-01,1.484468688426058836e-01,8.908489619149244643e-01,4.497337951600525185e-01,6.857367176459586711e-01,7.910080223001956234e-01,3.461748474490289884e-01,8.098509760661176671e-01,5.202906715626824941e-01,2.635036249443309941e-01,4.623195578640414971e-01,6.782663915191572412e-01,9.695120875684253292e-01,6.457989404384528731e-01,5.982567198075655623e-01,4.995366172250981784e-01,6.198832676666690134e-01
2.237336402638031851e-01,1.792183516165757606e-01,5.440861210336674914e-01,6.878146129819019405e-01,8.457193906424979035e-01,9.809950027196563394e-01,6.236536787854600750e-01,7.977223741052954509e-01,9.620381246925608920e-01,4.893743591879873844e-01,3.223212660936243257e-01,5.889954111266864079e-01,9.020165682442814470e-01,8.128125022262948640e-01,7.967678914078025754e-01,3.609432848632776469e-01,1.902876075459414562e-01,8.388875378126181559e-01
4.925281431834560020e-01,4.734690692721868488e-01,9.123742950363630255e-01,9.101999295429904491e-01,5.402706954337213041e-01,2.180937779845601165e-01,2.398906792531207699e-01,4.763766670876531939e-01,3.414363588858843612e-01,3.140402284203972494e-01,6.326576348942666295e-01,2.223165857404805212e-01,7.728534086810123771e-01,7.124718667229527069e-01,9.193081468199629791e-01,4.114790523892756791e-01,3.521498210613993596e-01,5.205628283367844666e-01
1.835483333739871825e-01,7.921733946936364568e-01,7.237740039701703321e-01,6.542263337060505446e-01,5.313051855980728266e-01,7.456910679995263358e-01,2.977081493274877921e-01,4.100956331133687738e-01,8.978325210522278832e-01,1.245484614854979050e-01,4.801171199080139229e-01,2.946138764422242540e-01,3.578599455102054461e-01,3.095933431227103627e-01,3.849664693537144800e-01,6.211200176764293257e-01,6.143699585058786106e-01,3.114558985691671111e-01
6.251291332669745016e-01,2.193949268298777400e-01,1.477822775935297428e-01,3.016912961387475112e-01,5.074230113051694246e-01,5.685637176515695446e-01,6.103909224749094475e-01,7.729608984210902811e-01,7.091723097404545317e-01,8.348115327569961552e-01,3.712557986930818399e-01,5.597479561095424216e-01,6.022150006140117862e-01,2.042796895044480254e-01,1.675230882336695148e-01,7.386763994924017140e-01,2.603516728769844635e-01,9.770459630751979763e-01
7.136328958490654184e-01,8.409125211644883358e-01,7.414346727761755851e-01,5.166648897793443274e-01,3.966499080954783985e-01,6.964006784369811687e-01,9.158314410358363578e-01,9.868752507230732496e-01,4.080710200414376931e-01,3.166579964586268559e-01,1.726186616259378359e-01,8.965657856280275784e-01,4.328936748112785504e-01,9.310001001873023929e-01,6.925953896382625041e-01,4.927857576582510002e-01,4.797745738411038352e-01,8.416166857633795573e-01
5.624129685941444690e-01,5.123023209512389542e-01,7.373144362919477057e-01,2.948485741474226596e-01,1.605372893344697294e-01,1.596510660962805472e-01,2.444563719718392814e-01,5.914279541495129910e-01,9.574897794397507766e-01,6.963551851323303010e-01,8.091359255319128252e-01,1.035319857447820763e-01,2.028892990863860601e-01,7.958671995050549119e-01,5.188762925387677694e-01,1.238620755175741384e-01,2.691274517528743915e-01,3.602080751951405313e-01
3.409669921206508469e-01,5.783469559080935962e-01,8.692835341048933406e-01,7.881011178881182078e-01,1.029922498484433790e-01,5.321114214155654443e-01,2.748655214441383388e-01,6.932432848919124480e-01,6.487589175239651951e-01,6.921650124087637135e-01,4.181235292816862237e-01,8.273948080820292539e-01,4.420968289663061435e-01,8.182192503151604068e-01,4.239114617189274070e-01,8.783886533210900627e-01,6.986138388086591267e-01,4.625840569365171073e-01
7.146842302666682745e-01,2.690039433306485317e-01,5.152945735019235363e-01,3.102219041440955616e-01,4.794160098338325904e-01,4.980711467853514152e-01,3.647564762228208135e-01,8.071895239725679350e-01,4.268472436580633134e-01,7.982559459255055279e-01,9.818009693509061053e-01,1.335070301801152826e-01,7.339777522403377885e-01,1.824925238124618931e-01,6.961967424996137188e-01,4.312085856834924624e-01,5.638281991387777969e-01,9.978928189949525240e-01
7.560131757300523336e-01,2.307874131709600762e-01,2.364051601025324023e-01,6.301813742878116242e-01,3.840379970151780453e-01,1.431791579298667960e-01,6.039281249102698146e-01,7.120144487659211263e-01,1.659864011955894947e-01,7.881079661330434583e-01,6.274711829660655216e-01,9.196118426422729142e-01,4.141496890531946029e-01,4.424725221155860755e-01,9.598154053792922191e-01,9.691208083163544984e-01,7.952664061301369935e-01,2.035813900717726999e-01
