8.910909904808813620e-01,7.296679113537604122e-01,3.766761364113604960e-01,6.588017501144696197e-01,9.364309210384698101e-01,4.070985395039313781e-01,9.156209981947152077e-01,5.410530391961012597e-01,9.172329614606569148e-01,8.240572648411672585e-01,8.330420998369506558e-01,1.321907991108709768e-01,5.037416924952359265e-01,2.416399784704146569e-01
9.298092123655934405e-01,5.691633949762978650e-01,9.106504754415472025e-01,8.277555502767334206e-01,2.026878309757446095e-01,2.116178016745768886e-01,2.607496862994879705e-01,1.950260682403327783e-01,4.733086568814058315e-01,8.647312570015238675e-01,2.167686119192074878e-01,6.354979461223974058e-01,4.314429765284528151e-01,7.618413673955574117e-01
6.989974857924068363e-01,4.768484745012465664e-01,1.285388290909817155e-01,2.374637598148133522e-01,2.978582097488766123e-01,4.874719598888349048e-01,6.792087730377917021e-01,2.739092887316120217e-01,6.058687653423348030e-01,4.828018069714474225e-01,1.387631624350090798e-01,3.483699814609649836e-01,8.751028344233805489e-01,1.501564865207190014e-01
5.407592574946989972e-01,3.548161491383446386e-01,2.537359339276845094e-01,3.329399717119863045e-01,5.496721369242835165e-01,1.676024911513097626e-01,1.462726976006849255e-01,8.896398795183274588e-01,4.882845452881698911e-01,3.357039127347871132e-01,9.047144705594707403e-01,7.660614463976257449e-01,9.436630743052552006e-01,5.441192192777685177e-01
2.050529467254957328e-01,1.899117955616368980e-01,9.385762520880858162e-01,7.406248414461901186e-01,3.570018641414448579e-01,5.691602125251790101e-01,2.224621534968720948e-01,5.564136759759388262e-01,4.323286880681166955e-01,9.407701053270810521e-01,4.739532080712311468e-01,7.888486328847397200e-01,4.362274592896544512e-01,3.762732959470596050e-01
3.393228531617399901e-01,2.335583612905753337e-01,6.053037661689766313e-01,2.864127402058401217e-01,9.668742218266309640e-01,2.582813801568017431e-01,3.508165212203010475e-01,8.724836209133649545e-01,6.212516572874233756e-01,8.119713804857404682e-01,2.456028288196829279e-01,2.257009726550766038e-01,7.737326915415693174e-01,8.508418253633680539e-01
4.060667599215193047e-01,3.870449392520766696e-01,8.046045776054440157e-01,4.796860426820844792e-01,9.239820478343008237e-01,2.369000331798365722e-01,8.170384230477990561e-01,9.771350009300218131e-01,9.649197632793212742e-01,1.913882865942880818e-01,1.210267692611427109e-01,8.589092915886930024e-01,7.852043077742015820e-01,1.886104231248746099e-01
5.486895857488566230e-01,3.740022033862606676e-01,5.980352267505237851e-01,1.114863767974932224e-01,2.847960352187727806e-01,7.175881973859244978e-01,2.155801733101572470e-01,6.877504646114821485e-01,1.860686204707593105e-01,6.226904657725225167e-01,3.138033050261402890e-01,8.715692247155611971e-01,7.978358896105306464e-01,3.711097133569522533e-01
3.200840376846222912e-01,3.339377290703812173e-01,8.206769407187678445e-01,4.543922636793834569e-01,7.555607733386198177e-01,5.882914169918993519e-01,9.235051972293025768e-01,4.477775789017286456e-01,2.418272712680516190e-01,4.469486380638310608e-01,3.008156007312687286e-01,2.307811435166882419e-01,5.235556070205642509e-01,6.574278135512777732e-01
7.494721505033807851e-01,7.777457575819894942e-01,1.191163406542111169e-01,5.511980170932350154e-01,5.997146020793604482e-01,1.536003213422543479e-01,3.319317971535377665e-01,2.056548901207420899e-01,5.777026978127505208e-01,5.391883346237748009e-01,3.549009409584749086e-01,5.272308908197833599e-01,9.130989741190098652e-01,4.209364080371557071e-01
