5.665650947723324116e-01,2.623559553004564115e-01,9.599208986165801427e-01,5.788521202081826633e-01,2.989840782450137180e-01,4.653544793043947747e-01,8.524533677470724768e-01,3.389535399319463793e-01,4.732181247490414577e-01,3.813703645079003501e-01,6.730305648998090584e-01,5.338599183863700359e-01,7.463286578682150063e-01,4.511122678484843496e-01,4.910137478707199965e-01,7.243018515971443305e-01,8.558684245556682502e-01,3.315218974102908112e-01,8.097435148071563393e-01,3.618642280184297122e-01,6.433874841828277624e-01,9.851044952859818737e-01,3.366931323001921550e-01,9.855659504796515646e-01,9.687017816278790105e-01,1.288042076474115727e-01
3.142637585415163914e-01,4.172045556333168759e-01,8.298692274041378214e-01,9.028831514995379059e-01,6.150735913830147616e-01,5.047916987953869894e-01,4.332691790091863782e-01,5.142186789146224735e-01,8.998642124788738261e-01,1.913713764612798296e-01,4.267401789824680769e-01,7.941458262037224269e-01,2.045060815201772686e-01,7.035270611235884264e-01,5.618103154919734665e-01,1.621100460994619463e-01,4.762156827389373293e-01,4.921195258396562355e-01,8.420641399962776052e-01,1.730531562208371954e-01,6.668724195413024969e-01,4.000473396826678130e-01,3.841751822339670719e-01,5.660643549690566045e-01,1.475610615630885969e-01,6.347166624034901172e-01
1.588422748804881324e-01,4.731838619529389334e-01,3.866657203953842159e-01,5.403414093389840023e-01,5.918021850138065476e-01,1.081265017380188681e-01,9.401728854276065750e-01,4.436126422882671894e-01,7.290557188846147341e-01,9.210103667260545190e-01,6.710562559412251993e-01,2.382063698002412355e-01,2.391192081209942699e-01,9.057932954585046215e-01,4.256570193087276244e-01,8.542594848706085431e-01,7.206879532726568893e-01,1.328478981817401983e-01,5.004668804155091300e-01,2.186000862713871062e-01,3.072639813173216328e-01,7.564877196701383921e-01,6.959717666576297201e-01,1.951360226915040130e-01,2.582641931380330047e-01,8.147585170623394824e-01
9.271694029007014892e-01,8.036986767556676403e-01,6.061927553058916729e-01,6.910151816983405304e-01,1.914062937070638848e-01,4.489668041616865501e-01,8.917415663178113183e-01,7.909524861774460680e-01,4.810804092742073657e-01,5.511376180947588077e-01,8.998540796375401607e-01,4.961258565930423137e-01,5.467237056811994345e-01,8.291564676734322070e-01,4.374931824117190282e-01,6.619310844641430602e-01,3.473582870240596310e-01,5.778157925120747107e-01,6.159404980562458443e-01,4.424399357378172581e-01,9.287101123229435373e-01,3.737599714194697054e-01,2.209908320556203121e-01,1.057588018653697753e-01,9.179371945621625506e-02,7.384016360593863570e-01
5.234224566532683642e-01,6.173762969474967388e-01,6.656290751249056559e-01,4.749478449178522466e-01,7.047922384884210967e-01,9.101834851415279148e-01,1.670179475884950027e-01,1.964678283330582031e-01,8.804993359760404648e-01,3.981590211959089021e-01,7.976387172867732689e-01,8.570299604879091371e-01,2.647697671963117338e-01,2.104873014354148864e-01,6.898036764923396458e-01,8.828298437857620140e-01,1.062901341271228622e-01,6.589693601085594432e-01,4.481239575147532017e-01,9.550745145021104499e-01,7.577249811307009697e-01,8.189960849815229871e-01,5.219805201338433287e-01,4.673392454309747701e-01,5.509992499816558365e-01,8.429088581189521090e-01
2.217320155705181373e-01,8.209732608107761509e-01,9.530094266020965321e-01,5.057111463836090337e-01,2.478597329940269989e-01,4.317163437382050550e-01,8.660855886206468846e-01,9.427655559593630663e-01,9.713305996086557537e-01,1.965417618017586132e-01,1.660472409595896148e-01,6.367490045074525318e-01,8.834326001732786260e-01,6.763478271692586752e-01,2.683318596067071349e-01,6.465626575655701869e-01,7.969648575525415390e-01,8.701468984982971833e-01,8.730438578896883017e-01,5.789897805649970586e-01,6.247281534925865909e-01,1.423966130539740249e-01,7.245944250059677127e-01,4.275495028322680580e-01,5.289559387625208942e-01,6.409244079267248928e-01
3.040476248105396517e-01,4.750139699055703768e-01,2.164709815796759806e-01,4.549326298156587955e-01,9.508393233073546558e-01,7.954616730540268188e-01,7.920809191579718522e-01,8.263281112932358008e-01,5.573627715746761746e-01,8.272247230893802206e-01,6.140032136840056776e-01,5.858496693835468783e-01,1.100978964359243251e-01,2.880258446120983473e-01,4.154012368732882265e-01,7.722280589642527282e-01,5.646246691653797889e-01,4.173879634526947435e-01,9.942314176834561312e-01,5.325068999807681669e-01,7.901915648670945203e-01,4.879564884918033973e-01,1.362036087012340746e-01,9.878295188213037648e-01,7.805891866107504962e-01,2.861144677071275622e-01
8.418221548815257860e-01,7.578391691352572845e-01,8.238982702237129807e-01,9.894201963309909309e-02,3.749338092532758515e-01,2.985081985014428896e-01,7.127965439139702930e-01,2.650533632080673274e-01,4.371693915583227952e-01,3.791492859941822946e-01,8.168302042291299969e-01,9.827712421441539004e-01,5.283924761926709346e-01,7.404097066033916708e-01,7.158852786491187725e-01,6.574757135832344224e-01,3.335329703658105327e-01,8.426028627315766961e-01,3.875963830391275233e-01,2.817403586525480952e-01,5.571415209648180600e-01,9.551568179353823185e-01,8.677601789941040700e-01,8.341796286084989243e-01,6.601263730114579342e-01,9.545409495897262397e-01
4.163678232601400464e-01,9.158319973310333761e-01,3.107047937034265184e-01,5.003612847363552163e-01,2.950029967952833010e-01,7.024182050270032507e-01,3.154406902603673069e-01,8.308428205770198582e-01,6.076970454553235479e-01,5.437017340275238642e-01,1.308272754384026959e-01,8.562024673987586043e-01,2.103919581306221975e-01,3.191379494965736474e-01,8.237113038190473358e-01,1.925045663937738072e-01,1.028518086599075759e-01,5.282633698856559201e-01,8.620276635714969604e-01,7.800897777594635318e-01,8.444724641128502629e-01,3.571974345934854633e-01,5.607203199804822180e-01,1.674116055752910004e-01,1.083190184949994750e-01,1.337232603490995375e-01
7.618605541893022082e-01,5.156712508862995037e-01,9.858969781168629432e-01,4.720039623504778126e-01,3.545855606094373003e-01,3.841709903303342499e-01,4.968688683344213985e-01,6.806131155284502743e-01,6.738769570347418192e-01,9.763479801690162496e-01,2.756532918554081002e-01,3.224275118597355050e-01,3.880786930524499634e-01,9.172698140509990550e-01,3.936063585464072978e-01,1.385734044427178735e-01,4.709142895314977206e-01,6.527343556142755077e-01,8.744372191452500775e-01,4.869268875904215199e-01,3.945932638113315849e-01,3.493107901999455978e-01,7.409840687919854174e-01,4.346799935618906874e-01,8.707867840060118381e-01,7.343509696154025823e-01
4.493264879518452104e-01,5.115951751002840719e-01,6.273886766457674735e-01,8.958476467868708992e-01,4.747297729930380905e-01,4.656428696067618223e-01,2.796484504994503073e-01,9.369962035767699371e-01,6.113178962320621190e-01,7.348063811830374270e-01,7.948973841382915850e-01,5.925742356834258207e-01,9.809556950353621740e-01,1.235981985433632357e-01,9.342660461072909150e-01,7.459495999535453725e-01,5.207920727728582166e-01,9.272668050513324101e-01,4.598170224134248141e-01,5.288183961930328358e-01,1.888099867008311006e-01,5.526492942045906354e-01,1.773105127348296173e-01,4.480048197606505411e-01,5.870726027397363822e-01,1.826855126326037415e-01
4.690730503453545697e-01,8.853458880198477043e-01,1.128877333261229243e-01,4.835026060638835110e-01,1.907361223722883747e-01,3.814716891395113496e-01,7.366377861545478911e-01,4.776000834398644312e-01,8.976075552825446557e-01,7.624644503633890569e-01,5.532395345976871548e-01,9.381306447653270375e-01,1.142335107945709610e-01,9.046865294228519927e-01,4.816642338945475998e-01,8.753240920001095215e-01,2.997843993821323050e-01,8.928987573414868262e-01,1.798657671306727046e-01,4.346445767976201968e-01,3.897811601984854102e-01,3.472211417941613587e-01,9.792544544253606320e-01,6.378002660893351550e-01,5.670719195717961458e-01,2.255469895208675191e-01
8.870553177023235980e-01,5.981661859023928995e-01,5.629506835022368705e-01,7.802456354143423312e-01,3.499451312270032144e-01,1.113508551334441155e-01,4.132426933308218642e-01,2.972305510143734009e-01,6.412941932584650395e-01,8.234113705034548092e-01,1.229491321573061430e-01,7.331338975331186392e-01,3.955490018727471080e-01,9.322631098271304539e-01,4.476748267519047864e-01,5.882441335381857206e-01,8.273005332896903319e-01,7.994802267240843641e-01,1.067565515522038017e-01,4.966626062934647590e-01,2.826859330684235450e-01,8.142765425968809812e-01,8.424305631674633421e-01,4.997712748850792197e-01,4.238232138962652606e-01,4.743324892373206869e-01
5.790855520100144371e-01,3.057042327385128822e-01,7.766264207757875848e-01,7.420167831038176898e-01,6.262916515435463793e-01,9.793427117716060337e-01,9.087537823608627940e-01,5.546835636902994748e-01,1.801272687344003531e-01,8.315748258703700158e-01,5.149237218109081748e-01,6.386617881059695190e-01,9.594339629224304389e-01,4.021705899412323926e-01,5.564244496474909374e-01,2.823888999919436094e-01,8.664463661773071923e-01,2.260002096847755493e-01,4.303295589502235119e-01,9.866697735444287520e-01,1.659939823100162748e-01,6.648467529863425485e-01,4.894871728268743727e-01,1.856422101744012176e-01,8.982740601963044025e-01,9.329232529626937387e-01
9.304794162532177282e-01,4.278216492904357571e-01,1.446221278528773690e-01,8.419154360741598619e-01,7.267145437653389495e-01,7.747982725885462774e-01,6.477510402572549397e-01,8.866806680515747496e-01,9.627826085755245566e-01,9.242730295677124008e-01,8.065296965845543120e-01,7.189843053268174522e-01,4.015086513316288852e-01,4.392462496832837959e-01,1.540092410945661794e-01,5.256797842880933658e-01,2.365810097912189880e-01,6.102322165502314100e-01,1.516213553253036583e-01,6.727282715239224498e-01,1.610620681964329837e-01,8.991257944366558563e-01,3.070316662864490675e-01,2.954165675887226450e-01,4.168567338779295972e-01,8.713319149868121727e-01
4.313768131981703946e-01,2.759794639956916762e-01,5.605160830890510981e-01,9.393881739379201790e-01,5.618227228104850646e-01,6.640674342429503385e-01,3.667875779450959772e-01,4.797375829190081431e-01,3.756776436810096986e-01,1.062696960146388009e-01,9.803309387617170634e-01,4.813607159433872518e-01,1.776768805658773542e-01,2.194857216060951688e-01,7.926474566728940463e-01,2.122837955328012172e-01,5.007623785110335568e-01,4.020643514691097931e-01,1.568201928527957201e-01,1.885142142272288879e-01,5.347837389605830660e-01,8.177882949089334552e-01,3.818970640474477762e-01,2.011874261885982507e-01,9.644001313008944143e-01,8.981762527089482973e-01
2.770250163153726852e-01,5.586549486698021427e-01,5.450975710414623920e-01,8.651078424672399292e-01,9.723807506668600276e-01,5.208283503189942154e-01,9.720974196059594119e-01,6.127198962894302436e-01,3.213450656549375339e-01,1.693449296019448880e-01,5.375283383623744582e-01,2.816886453767837861e-01,3.091899773830538711e-01,5.481855125544246032e-01,5.211916601173972596e-01,2.901406482611832982e-01,4.117898185278239809e-01,9.820341787127008226e-01,4.068298738347170818e-01,8.746302897877830107e-01,5.355704983744968839e-01,3.400938750080927386e-01,8.896507241627328311e-01,8.490326977226163585e-01,3.529896918309815002e-01,3.959386894237688637e-01
3.067090133610015368e-01,9.882278918724184402e-01,4.631326970252297448e-01,5.331689411594350281e-01,4.825491745379156261e-01,9.090702121956649728e-01,5.281563919250369388e-01,3.209243004522740472e-01,7.110236980376469784e-01,9.618788825442613488e-01,5.220633762576268877e-01,4.369151440222950877e-01,3.229073029416921758e-01,2.337914516908118634e-01,2.695235663936187964e-01,3.880019633628588593e-01,1.487323474029828008e-01,1.211141411544588986e-01,7.337130166025741529e-01,9.093493208235974290e-01,7.757795965725012843e-01,5.379976997856326104e-01,1.201993668969512097e-01,8.023192132843300906e-01,4.815721000670036833e-01,7.367830183370754904e-01
8.180862485454243327e-01,5.508230200090578066e-01,9.259222584225124120e-01,3.740138142921445308e-01,4.610065635620623770e-01,7.760491376188450863e-01,8.628795793551643500e-01,2.954483201061677278e-01,5.241182884814098442e-01,8.201246534043342695e-01,4.330131142000028799e-01,5.831040327816404689e-01,3.084335905924549537e-01,5.021263765509620391e-01,4.611156209351747193e-01,7.920722531104029684e-01,1.423498464394499785e-01,4.954185020688653407e-01,5.740804331781683700e-01,7.811338945733410366e-01,9.669988206848896262e-01,3.347629248171550276e-01,6.619303073233023804e-01,6.342290055982319208e-01,9.047450803291749999e-01,8.231305867403561072e-01
2.865092594069599263e-01,9.833777501515837960e-01,5.415959396584799634e-01,6.903031308897458196e-01,8.757894355224169480e-01,6.024522465516496394e-01,9.030084586457267637e-01,1.961400725115890753e-01,8.665677154920700120e-01,1.134259564907574430e-01,5.077208754736590723e-01,9.534668731630349114e-01,7.495232081200444707e-01,1.143488191604141169e-01,5.040792136993891281e-01,9.456046116531529044e-01,6.713035223915325700e-01,6.699081346341825283e-01,9.532931784577352019e-01,5.667038014153982228e-01,8.100671226387353707e-01,8.604161981168713114e-01,4.953659729999994044e-01,7.146319472267920192e-01,4.130255176900570757e-01,3.656779082742179776e-01
6.080486702242838826e-01,9.339304565654100720e-01,1.552865111545402022e-01,8.433619639218306041e-01,6.467069964006232352e-01,7.213173975215596556e-01,8.198893817871383272e-01,2.134822763735886864e-01,7.797995703586538818e-01,5.108501083741198157e-01,1.582441242176348406e-01,8.453544323860954224e-01,2.689151435855267058e-01,4.261460433374468781e-01,7.684851239607656259e-01,3.621331283593952621e-01,8.583248860100498590e-01,8.636549376462149263e-01,7.765492919397725124e-01,3.622093689824948948e-01,8.898152055626595835e-01,5.354323124582640592e-01,6.138526026564538052e-01,8.185000333423254615e-01,2.812553390397985464e-01,2.134485288903753275e-01
1.025964902399367079e-01,7.342096188784019706e-01,8.134459452208576691e-01,6.823865492172137559e-01,2.506636992346120696e-01,6.250344158862806143e-01,6.836543043631618799e-01,3.399268581093733421e-01,8.405880369295379850e-01,6.265412161635257604e-01,8.134534830518017623e-01,5.755007146325306078e-01,3.664292517024976270e-01,8.905034767452877364e-01,7.851151723072158362e-01,2.666959760833501614e-01,7.754455248723556293e-01,2.990777990262413200e-01,1.007972936892199411e-01,3.561959976094718483e-01,2.194051612470492574e-01,5.768144210378762793e-01,3.321206165708109892e-01,9.636280154911660567e-01,2.583965742887458505e-01,8.086229048743329706e-01
9.689676174143999621e-01,4.826607470484836071e-01,4.923722666925839930e-01,6.396084343322331334e-01,2.020730781128360354e-01,5.050798203417098398e-01,5.968092834450601236e-01,2.219565619405893531e-01,3.895891457384175194e-01,5.247089922548147101e-01,5.477572323133907961e-01,3.234005156842228446e-01,1.354029611384386655e-01,8.450293402040577329e-01,8.725387085505871276e-01,9.600909298721816976e-01,8.073246668543899718e-01,4.523479504502961879e-01,3.139767219831967049e-01,8.500450541966343421e-01,7.916735347466774542e-01,3.710269066419945028e-01,6.745035523172181469e-01,7.957796671733685656e-01,1.066900487967543665e-01,6.053476082790140156e-01
