4.541753886927879513e-01,2.058934540505590605e-01,9.436457227320832475e-01,1.478701833879602356e-01,8.355874705173026440e-01,4.209954037153058048e-01,5.088653389243777969e-01,7.875231188162186147e-01,9.754641342999961218e-01,2.561164369195322865e-01
4.262003787834939272e-01,6.020355593587013443e-01,3.237466032284249118e-01,3.461513494183008355e-01,3.185605111897079622e-01,8.115739273021483902e-01,1.273526923283337664e-01,3.324206656831222850e-01,4.440817163737580398e-01,4.654204591683774317e-01
4.248622020376927044e-01,5.825084157233922921e-01,6.397925182671300171e-01,3.891941991202848006e-01,5.605021187033976116e-01,7.695161180388560007e-01,9.754600782628486400e-01,3.326048848591749429e-01,4.146839497317312828e-01,3.922394236419928792e-01
9.637039608632161913e-01,4.255500858213858706e-01,8.144197646186789319e-01,9.012302657966823061e-01,3.222509772731463884e-01,8.754270501845535790e-01,6.738861079923637032e-01,8.916578781399114861e-01,1.936457344501469335e-01,6.655070355077555844e-01
6.028287649067624043e-01,9.106465279233947330e-01,7.355570667989967948e-01,8.934939442474919558e-01,9.942915772961041787e-01,1.768787001926449276e-01,7.767358427040131907e-01,1.383574297783318474e-01,4.785111407302634068e-01,9.765500581549975134e-01
5.554457853835410575e-01,7.939137941585618918e-01,8.697144091188706572e-01,9.031799994522571318e-01,5.078854750948891272e-01,6.446310993879419415e-01,9.735818341733033510e-01,7.465785381294341994e-01,3.412194427573013722e-01,7.438056985874691440e-01
6.751167872235501743e-01,5.166819123830458382e-01,4.150122675194184430e-01,8.828672460362109176e-01,6.906237131288898157e-01,6.165577795907636327e-01,4.597334559767861095e-01,5.909223742331626283e-01,9.241808494940436658e-01,1.983676329839226260e-01
1.861667415596707231e-01,4.572791867174533231e-01,8.826633930324939703e-01,3.214241204335088198e-01,2.369230606967954456e-01,9.863940530696736486e-01,7.102366023314176102e-01,7.755662186487968235e-01,4.827587234473092459e-01,1.991581423676314910e-01
6.348234995493527988e-01,3.296266251433750405e-01,8.832143929046326614e-01,6.655615724646499753e-01,3.084088084047674760e-01,4.278776638090789897e-01,4.323396723436412903e-01,6.799162358596507749e-01,7.640233844774264593e-01,1.449042981472970226e-01
9.689080461398363875e-01,4.137296530977297437e-01,6.825119891678037565e-01,6.381611049824351678e-01,5.455453176786128067e-01,2.138516043509969822e-01,3.991049748670005282e-01,9.214460303295644028e-01,6.177277035906815206e-01,2.220605912332174470e-01
9.710245390184266689e-01,8.240660699463386862e-01,3.108188344526041647e-01,9.459331379506962234e-01,8.769926589060046407e-01,4.386042566357413741e-01,1.983513434579121659e-01,5.515557711612015801e-01,3.741208367329653672e-01,9.430515198425770684e-01
7.183236931811424197e-01,1.242153315033725364e-01,9.228142151006694105e-01,2.056997869416739566e-01,5.267380233975587078e-01,5.063139113680051873e-01,3.673563373789119901e-01,6.121643587193262848e-01,4.676732355197945057e-01,7.808537563588417996e-01
8.144900372664304333e-01,2.234389498465381152e-01,1.868392873215772299e-01,1.021010337735964724e-01,9.112556786843939438e-01,4.990369768235913273e-01,9.086781208423977407e-01,8.133048775672307995e-01,2.366128923795312866e-01,7.904076717798217411e-01
8.892962742963312905e-01,4.721356239209537065e-01,6.880790148043705035e-01,7.518325986394605032e-01,5.501252877048058432e-01,6.665341671854867478e-01,9.084536226468533648e-01,4.721024206763772546e-01,2.022889889912933004e-01,3.393506741591796882e-01
8.196074038311544907e-01,2.677176296271004396e-01,7.155322297437903822e-01,4.819535108239842991e-01,8.531152918702710197e-01,2.733663749443828728e-01,2.238492236312348005e-01,5.672926013308281501e-01,3.900772291085893850e-01,4.868423932161581313e-01
4.915413920294285366e-01,3.397400648707590287e-01,8.675292731399194546e-01,8.256225915396683268e-01,2.160447473669307172e-01,5.007565317170922237e-01,1.450291315984028329e-01,2.281183401916420384e-01,3.531825732801937012e-01,4.395534705332826975e-01
8.407207079687544216e-01,9.556059159339036491e-01,2.212444911848510110e-01,6.827307668583372235e-01,3.032726703957787651e-01,3.615891047875966491e-01,7.682555370719115206e-01,1.644066549326455295e-01,8.945886992080123168e-01,9.423607503251961726e-01
