4.939494218305910400e-01,4.369688336132492301e-01,6.018549900015334186e-01
1.649272768807227563e-01,1.346731838087969479e-01,5.630314320895301039e-01
1.265412050526764642e-01,1.516943978308059326e-01,4.382055213508556091e-01
1.552596244669166292e-01,4.459848510448158332e-01,3.162741312689182904e-01
2.673299214031928939e-01,4.632532804402262894e-01,2.064822151611292178e-01
4.145109846140349608e-01,4.903453517966366859e-01,8.453218620790003968e-01
9.387539615317624930e-01,3.775176144983814486e-01,3.632397081484976531e-01
6.091612228779913485e-01,2.236719716867451857e-01,4.142258644668303513e-01
1.478025054554248097e-01,4.402929532109554622e-01,2.019621809144506175e-01
6.046234340971122778e-01,6.752939863474678450e-01,9.868550743170111383e-01
2.764356021056509349e-01,2.861388437059507184e-01,9.520108164399031514e-01
8.776366328915213844e-01,6.546911854496635375e-01,8.570261267744794242e-01
2.876057335197681475e-01,8.857281518232049677e-01,8.801440091654985087e-01
3.227110413533741395e-01,5.566364945995033731e-01,9.360985526296405901e-01
7.106546397108046698e-01,6.938412854554938392e-01,6.035201565130444701e-01
3.415339523216517348e-01,9.800583776157354432e-01,5.019456638560350070e-01
3.795563325472863236e-01,7.558028282589468461e-01,6.469570341029027283e-01
4.077813006262122064e-01,3.736180317798839523e-01,2.928762703133070411e-01
1.710672034077858061e-01,6.628955542333743178e-01,5.551901723922370024e-01
3.112033521647244450e-01,1.496416813247107847e-01,1.171289571929592099e-01
7.637588647818768228e-01,2.690822077853475824e-01,3.396389499172516868e-01
1.128845987871531786e-01,2.355620991208416670e-01,8.869542366668032862e-01
3.171654526115640915e-01,9.581096607106401875e-01,2.479493054272143837e-01
3.277577757606399134e-01,8.804983906921151071e-01,4.837035386274253779e-01
3.401127215385060243e-01,7.230425175580604824e-01,1.456062099542208832e-01
9.013037652245498021e-01,8.569505907775638587e-01,1.767784838860821939e-01
8.183408374885772218e-01,9.650567345890416204e-01,5.425588907143086281e-01
6.108228269820968892e-01,7.112180275304448296e-01,3.398058345006260694e-01
6.840601263387431352e-01,5.269457641978768647e-01,4.645237121317303819e-01
9.117297783895855767e-01,8.173378279653732426e-01,9.404697723756295646e-01
8.526739190002649016e-01,1.375387530304341410e-01,6.457628373505978070e-01
7.280687331173999466e-01,6.983774657498297289e-01,3.448163209453320999e-01
4.876039006033794365e-01,1.460693067479200968e-01,1.848182668895195502e-01
6.016720597805389481e-01,6.221904978403888231e-01,2.849263691855061231e-01
5.044543341792310231e-01,5.225527658980515522e-01,1.095318736796486864e-01
2.282875087614807674e-01,6.611077936848572811e-01,9.923490250003391688e-01
6.846961102831334856e-01,2.084262020517198000e-01,8.384181271190964679e-01
4.875718704182838703e-01,1.744306747118734291e-01,6.385575845925639538e-01
3.051561410932599472e-01,4.748608522529044751e-01,3.869240331177275505e-01
6.790047801926117899e-01,4.886414739216372038e-01,1.941132963415335144e-01
2.951362503944883753e-01,5.505724168866154011e-01,8.109616261999987863e-01
1.087182790262128801e-01,6.504135555269713320e-01,2.038927139545669009e-01
6.432131315669592508e-01,8.525571378241332265e-01,3.049578225189143454e-01
5.461766569301298446e-01,7.968945062784908995e-01,2.583975138945772687e-01
2.367376940902413684e-01,9.142606863679780815e-01,7.255379165938332653e-01
7.627096348959659933e-01,8.589367843566072525e-01,5.854296792508488778e-01
5.405250985790006624e-01,6.008507571830603577e-01,7.458037825733976334e-01
4.518229065964188829e-01,1.859886072078515973e-01,2.224459896318159435e-01
9.768139411389805682e-01,1.471300888547600882e-01,7.407579104397181702e-01
9.490840713083117386e-01,2.164295177530442260e-01,7.503136010839164260e-01
3.727218954093033942e-01,3.132581996968814564e-01,8.676938575127457476e-01
9.185040293859104699e-01,4.129425327234482190e-01,6.695218604081476510e-01
2.583077101868971326e-01,8.106205177617641366e-01,8.933039975551040346e-01
3.869725333633909359e-01,6.880851104123789641e-01,8.888798880429927829e-01
1.140867260771104147e-01,8.701217926262241331e-01,6.148889034670047549e-01
4.726342544086631348e-01,5.704437284766820104e-01,8.416535647747507287e-01
7.500967606078557948e-01,5.511810721713460426e-01,5.388209323734810541e-01
9.094292696443022628e-01,3.094658018188965465e-01,1.864203598139218820e-01
7.110990014763406419e-01,7.323615521039690268e-01,6.118452770584722478e-01
3.367235196926613994e-01,3.666206231092273837e-01,6.555806404702826384e-01
3.457602944214378526e-01,5.497080651721913958e-01,3.988208130451852407e-01
5.597481435890612200e-01,3.070450325994303342e-01,2.786304385748091805e-01
7.605949345494671388e-01,4.470510794625432438e-01,3.092731918559115112e-01
8.725529275823875608e-01,4.613933271752345133e-01,2.043202060176204926e-01
7.428133841236829182e-01,3.631379250002633174e-01,6.099173352398136183e-01
6.584969931017337075e-01,9.630722532287204762e-01,2.764387043048640580e-01
3.569972436567513951e-01,9.366610443081608839e-01,7.462278691383412710e-01
5.052534201059767360e-01,7.611729543420590050e-01,4.712967635655155307e-01
4.680261766286964442e-01,2.402850992627315607e-01,5.689060084163581887e-01
3.355083044161572547e-01,6.697847842155439935e-01,4.581726859958911713e-01
8.695632563406127113e-01,7.941316391193569135e-01,2.341444452432786538e-01
6.321761586460759030e-01,7.426361402590930805e-01,5.631190496660426481e-01
2.032793762595392628e-01,5.533652187410399437e-01,4.905752431451245732e-01
3.944072091308815642e-01,6.251284537181718282e-01,3.930902895137757813e-01
3.115146519851380025e-01,7.624524062962205750e-01,2.919269331363961717e-01
8.247553898302730779e-01,9.811864181087892600e-01,4.974561859719837664e-01
8.308507703994267857e-01,2.517232004509657450e-01,8.179302625477573585e-01
9.667536193336047079e-01,5.654541687163178176e-01,3.304491851183515849e-01
2.462417860151372151e-01,9.260027107104724653e-01,3.930131757574827356e-01
5.479481980359481863e-01,4.907825231493639362e-01,4.926270668253568408e-01
